scenario;user;policy;applied;blockAccess;condition
User: sampleuser2 | Platform: ios | IP: 127.0.0.2 | Country: US | Device: isCompliant | ServicePrincipal: Any Cloud apps;sampleuser2;CA_NoAccessToSPO-eXo_from-Non-Compliant-Devices;True;True;controlsOr,blockAccess
User: sampleuser2 | Platform: ios | IP: 127.0.0.2 | Country: US | Device: isCompliant | ServicePrincipal: Any Cloud apps;sampleuser2;Require_Yubikey_For_Multi-Tenant-Admin;False;False;
User: sampleuser2 | Platform: ios | IP: 127.0.0.2 | Country: US | Device: isCompliant | ServicePrincipal: Any Cloud apps;sampleuser2;CA_Protect-Location-Settings-Auth-Context;False;False;
User: sampleuser2 | Platform: ios | IP: 127.0.0.2 | Country: US | Device: isCompliant | ServicePrincipal: Any Cloud apps;sampleuser2;CA_All-Users-Always-MFA_no-Browser-Persist;True;False;controlsOr,challengeWithMfa
User: sampleuser2 | Platform: ios | IP: 127.0.0.2 | Country: US | Device: isNotCompliant | ServicePrincipal: Any Cloud apps;sampleuser2;Default-Conditional-Access-No-ADM-Exception;True;False;controlsOr,challengeWithMfa
User: sampleuser2 | Platform: ios | IP: 127.0.0.2 | Country: US | Device: isNotCompliant | ServicePrincipal: Any Cloud apps;sampleuser2;CA_SMTP-No-2FA;False;False;
User: sampleuser2 | Platform: ios | IP: 127.0.0.2 | Country: US | Device: isNotCompliant | ServicePrincipal: Any Cloud apps;sampleuser2;Non-Company-Device-Req-MFA-for-Office;False;False;
User: sampleuser2 | Platform: ios | IP: 127.0.0.2 | Country: US | Device: isNotCompliant | ServicePrincipal: Any Cloud apps;sampleuser2;DenyBing;False;False;
User: sampleuser2 | Platform: ios | IP: 127.0.0.2 | Country: US | Device: isNotCompliant | ServicePrincipal: Any Cloud apps;sampleuser2;CA_Report_Identify_GA-Login;False;False;
User: sampleuser2 | Platform: ios | IP: 127.0.0.2 | Country: US | Device: isNotCompliant | ServicePrincipal: Any Cloud apps;sampleuser2;CA_all_devices_require_compliant_and_MFA;True;False;challengeWithMfa,compliantDevice
User: sampleuser2 | Platform: ios | IP: 127.0.0.2 | Country: US | Device: isNotCompliant | ServicePrincipal: Any Cloud apps;sampleuser2;CA_NoAccessToSPO-eXo_from-Non-Compliant-Devices;True;True;controlsOr,blockAccess
User: sampleuser2 | Platform: ios | IP: 127.0.0.2 | Country: US | Device: isNotCompliant | ServicePrincipal: Any Cloud apps;sampleuser2;Require_Yubikey_For_Multi-Tenant-Admin;False;False;
User: sampleuser2 | Platform: ios | IP: 127.0.0.2 | Country: US | Device: isNotCompliant | ServicePrincipal: Any Cloud apps;sampleuser2;CA_Protect-Location-Settings-Auth-Context;False;False;
User: sampleuser2 | Platform: ios | IP: 127.0.0.2 | Country: US | Device: isNotCompliant | ServicePrincipal: Any Cloud apps;sampleuser2;CA_All-Users-Always-MFA_no-Browser-Persist;True;False;controlsOr,challengeWithMfa
